id;project;connector_type;t;delta_t;url;redirect_url;response_size;response_code;success;error
50;DMI Data;requests;1629392168.507939;-8.2393798828125;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06181&parameterId=mean_relative_hum&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06181&parameterId=mean_relative_hum&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;20014148;200;True;
51;DMI Data;requests;1629392178.226943;-8.749660968780518;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06186&parameterId=mean_relative_hum&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06186&parameterId=mean_relative_hum&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;20010655;200;True;
52;DMI Data;requests;1629392188.611381;-0.1447889804840088;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06187&parameterId=mean_relative_hum&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06187&parameterId=mean_relative_hum&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;440;200;True;
53;DMI Data;requests;1629392189.3250408;-7.0716893672943115;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06188&parameterId=mean_relative_hum&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06188&parameterId=mean_relative_hum&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;20011837;200;True;
54;DMI Data;requests;1629392197.754596;-8.697853088378906;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=mean_temp&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=mean_temp&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;19393567;200;True;
55;DMI Data;requests;1629392207.465653;-8.722171068191528;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06181&parameterId=mean_temp&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06181&parameterId=mean_temp&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;19615082;200;True;
56;DMI Data;requests;1629392217.4439838;-6.536994218826294;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06186&parameterId=mean_temp&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06186&parameterId=mean_temp&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;19615450;200;True;
57;DMI Data;requests;1629392225.2662961;-0.1494309902191162;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06187&parameterId=mean_temp&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06187&parameterId=mean_temp&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;432;200;True;
58;DMI Data;requests;1629392225.981544;-7.910831928253174;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06188&parameterId=mean_temp&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06188&parameterId=mean_temp&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;19614968;200;True;
59;DMI Data;requests;1629392235.17831;-7.228343963623047;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=mean_wind_speed&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=mean_wind_speed&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;15560691;200;True;
60;DMI Data;requests;1629392243.368038;-0.12602686882019043;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=mean_wind_speed&datetime=2016-04-01T00:00:00Z/2016-04-02T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=mean_wind_speed&datetime=2016-04-01T00:00:00Z/2016-04-02T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;438;200;True;
61;DMI Data;requests;1629392244.029366;-8.441293001174927;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06181&parameterId=mean_wind_speed&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06181&parameterId=mean_wind_speed&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;19870185;200;True;
62;DMI Data;requests;1629392253.754137;-0.13467097282409668;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06186&parameterId=mean_wind_speed&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06186&parameterId=mean_wind_speed&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;438;200;True;
63;DMI Data;requests;1629392254.4541812;-0.14351487159729004;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06187&parameterId=mean_wind_speed&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06187&parameterId=mean_wind_speed&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;438;200;True;
64;DMI Data;requests;1629392255.1638222;-8.818611860275269;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06188&parameterId=mean_wind_speed&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06188&parameterId=mean_wind_speed&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;19870265;200;True;
65;DMI Data;requests;1629392265.265847;-6.113672971725464;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=mean_wind_dir&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=mean_wind_dir&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;15771974;200;True;
66;DMI Data;requests;1629392272.355873;-0.18213868141174316;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=mean_wind_dir&datetime=2016-04-01T00:00:00Z/2016-04-02T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=mean_wind_dir&datetime=2016-04-01T00:00:00Z/2016-04-02T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;436;200;True;
67;DMI Data;requests;1629392273.0746071;-8.541987895965576;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06181&parameterId=mean_wind_dir&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06181&parameterId=mean_wind_dir&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;19860963;200;True;
68;DMI Data;requests;1629392282.799058;-0.17699599266052246;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06186&parameterId=mean_wind_dir&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06186&parameterId=mean_wind_dir&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;436;200;True;
69;DMI Data;requests;1629392283.542906;-0.11582589149475098;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06187&parameterId=mean_wind_dir&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06187&parameterId=mean_wind_dir&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;436;200;True;
70;DMI Data;requests;1629392284.2233238;-7.9557859897613525;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06188&parameterId=mean_wind_dir&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06188&parameterId=mean_wind_dir&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;19857474;200;True;
71;DMI Data;requests;1629392409.55669;-8.242966890335083;https://dmigw.govcloud.dk/v2/metObs/collections/observation/items?limit=300000&stationId=06183&parameterId=wind_max_per10min_past1h&bbox=7,54,16,58&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=c4503ba1-28d4-45c5-850a-974e98bbb3e0;https://dmigw.govcloud.dk/v2/metObs/collections/observation/items?limit=300000&stationId=06183&parameterId=wind_max_per10min_past1h&bbox=7,54,16,58&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=c4503ba1-28d4-45c5-850a-974e98bbb3e0;12358778;200;True;
72;DMI Data;requests;1629392418.693175;-0.14328503608703613;https://dmigw.govcloud.dk/v2/metObs/collections/observation/items?limit=300000&stationId=06183&parameterId=temp_soil_max_past1h&bbox=7,54,16,58&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=c4503ba1-28d4-45c5-850a-974e98bbb3e0;https://dmigw.govcloud.dk/v2/metObs/collections/observation/items?limit=300000&stationId=06183&parameterId=temp_soil_max_past1h&bbox=7,54,16,58&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=c4503ba1-28d4-45c5-850a-974e98bbb3e0;430;200;True;
73;DMI Data;requests;1629392419.340917;-0.09726190567016602;https://dmigw.govcloud.dk/v2/metObs/collections/observation/items?limit=300000&stationId=06184&parameterId=temp_soil_max_past1h&bbox=7,54,16,58&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=c4503ba1-28d4-45c5-850a-974e98bbb3e0;https://dmigw.govcloud.dk/v2/metObs/collections/observation/items?limit=300000&stationId=06184&parameterId=temp_soil_max_past1h&bbox=7,54,16,58&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=c4503ba1-28d4-45c5-850a-974e98bbb3e0;430;200;True;
74;DMI Data;requests;1629392419.940972;-0.09471797943115234;https://dmigw.govcloud.dk/v2/metObs/collections/observation/items?limit=300000&stationId=06186&parameterId=temp_soil_max_past1h&bbox=7,54,16,58&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=c4503ba1-28d4-45c5-850a-974e98bbb3e0;https://dmigw.govcloud.dk/v2/metObs/collections/observation/items?limit=300000&stationId=06186&parameterId=temp_soil_max_past1h&bbox=7,54,16,58&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=c4503ba1-28d4-45c5-850a-974e98bbb3e0;430;200;True;
75;DMI Data;requests;1629392420.5372071;-0.08188700675964355;https://dmigw.govcloud.dk/v2/metObs/collections/observation/items?limit=300000&stationId=06187&parameterId=temp_soil_max_past1h&bbox=7,54,16,58&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=c4503ba1-28d4-45c5-850a-974e98bbb3e0;https://dmigw.govcloud.dk/v2/metObs/collections/observation/items?limit=300000&stationId=06187&parameterId=temp_soil_max_past1h&bbox=7,54,16,58&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=c4503ba1-28d4-45c5-850a-974e98bbb3e0;430;200;True;
76;DMI Data;requests;1629392421.12461;-7.2422051429748535;https://dmigw.govcloud.dk/v2/metObs/collections/observation/items?limit=300000&stationId=06188&parameterId=temp_soil_max_past1h&bbox=7,54,16,58&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=c4503ba1-28d4-45c5-850a-974e98bbb3e0;https://dmigw.govcloud.dk/v2/metObs/collections/observation/items?limit=300000&stationId=06188&parameterId=temp_soil_max_past1h&bbox=7,54,16,58&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=c4503ba1-28d4-45c5-850a-974e98bbb3e0;13123343;200;True;
77;DMI Data;requests;1629392429.316798;-0.11460494995117188;https://dmigw.govcloud.dk/v2/metObs/collections/observation/items?limit=300000&stationId=06183&parameterId=cloud_cover&bbox=7,54,16,58&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=c4503ba1-28d4-45c5-850a-974e98bbb3e0;https://dmigw.govcloud.dk/v2/metObs/collections/observation/items?limit=300000&stationId=06183&parameterId=cloud_cover&bbox=7,54,16,58&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=c4503ba1-28d4-45c5-850a-974e98bbb3e0;1023;200;True;
78;DMI Data;requests;1629392429.937877;-0.1341991424560547;https://dmigw.govcloud.dk/v2/metObs/collections/observation/items?limit=300000&stationId=06183&parameterId=cloud_cover&bbox=7,54,16,58&datetime=2016-04-01T00:00:00Z/2017-01-29T00:00:00Z&api-key=c4503ba1-28d4-45c5-850a-974e98bbb3e0;https://dmigw.govcloud.dk/v2/metObs/collections/observation/items?limit=300000&stationId=06183&parameterId=cloud_cover&bbox=7,54,16,58&datetime=2016-04-01T00:00:00Z/2017-01-29T00:00:00Z&api-key=c4503ba1-28d4-45c5-850a-974e98bbb3e0;421;200;True;
79;DMI Data;requests;1629392430.5768619;-7.348541975021362;https://dmigw.govcloud.dk/v2/metObs/collections/observation/items?limit=300000&stationId=06184&parameterId=cloud_cover&bbox=7,54,16,58&datetime=2016-04-01T00:00:00Z/2017-01-29T00:00:00Z&api-key=c4503ba1-28d4-45c5-850a-974e98bbb3e0;https://dmigw.govcloud.dk/v2/metObs/collections/observation/items?limit=300000&stationId=06184&parameterId=cloud_cover&bbox=7,54,16,58&datetime=2016-04-01T00:00:00Z/2017-01-29T00:00:00Z&api-key=c4503ba1-28d4-45c5-850a-974e98bbb3e0;10752806;200;True;
80;DMI Data;requests;1629392439.073142;-0.13645005226135254;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=bright_sunshine&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=bright_sunshine&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;438;200;True;
81;DMI Data;requests;1629392439.713847;-0.05775284767150879;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06181&parameterId=bright_sunshine&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06181&parameterId=bright_sunshine&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;438;200;True;
82;DMI Data;requests;1629392440.2764611;-0.1459650993347168;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06186&parameterId=bright_sunshine&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06186&parameterId=bright_sunshine&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;438;200;True;
83;DMI Data;requests;1629392440.926538;-8.747684001922607;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06187&parameterId=bright_sunshine&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06187&parameterId=bright_sunshine&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;19883477;200;True;
84;DMI Data;requests;1629392450.722799;-0.15474796295166016;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=mean_radiation&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=mean_radiation&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;437;200;True;
85;DMI Data;requests;1629392451.378709;-0.0580599308013916;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06181&parameterId=mean_radiation&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06181&parameterId=mean_radiation&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;437;200;True;
86;DMI Data;requests;1629392451.937678;-0.0556948184967041;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06186&parameterId=mean_radiation&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06186&parameterId=mean_radiation&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;437;200;True;
87;DMI Data;requests;1629392452.4952152;-7.505188703536987;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06187&parameterId=mean_radiation&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06187&parameterId=mean_radiation&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;19861529;200;True;
88;DMI Data;requests;1629392461.096909;-8.89356017112732;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=mean_pressure&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=mean_pressure&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;19679872;200;True;
89;DMI Data;requests;1629392471.1205099;-8.473229169845581;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=acc_precip&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=acc_precip&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;19422543;200;True;
90;DMI Data;requests;1629392480.728381;-0.0679161548614502;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=temp_grass&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=temp_grass&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;433;200;True;
91;DMI Data;requests;1629392481.30255;-0.18682074546813965;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06181&parameterId=temp_grass&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06181&parameterId=temp_grass&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;433;200;True;
92;DMI Data;requests;1629392481.9949288;-0.05025005340576172;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06186&parameterId=temp_grass&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06186&parameterId=temp_grass&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;433;200;True;
93;DMI Data;requests;1629392482.548148;-0.14368319511413574;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06187&parameterId=temp_grass&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06187&parameterId=temp_grass&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;433;200;True;
94;DMI Data;requests;1629392483.195675;-8.030539989471436;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06188&parameterId=temp_grass&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06188&parameterId=temp_grass&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;19501979;200;True;
95;DMI Data;requests;1629392492.367777;-7.989788770675659;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=mean_relative_hum&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;https://dmigw.govcloud.dk/v2/climateData/collections/stationValue/items?timeResolution=hour&limit=300000&stationId=06184&parameterId=mean_relative_hum&datetime=2016-04-01T00:00:00Z/2021-08-01T00:00:00Z&api-key=ac27b332-bde2-4138-a53e-f0ca82cf3667;19550516;200;True;
